full_text_comments,full_text_comments_preprocessed
@dwi_brom @dinopattidjalal @Kemlu_RI @Menlu_RI @prabowo emng di kalender beliau msih covid soal ny msih 2021,emng kalender beliau msih covid msih
@emerson_yuntho @dinopattidjalal @Kemlu_RI @Menlu_RI PBB bukan organisasi perdamaian pbb cuma jadi organisasi amerika jadi gak usah terlalu memuja pbb,pbb organisasi perdamaian pbb organisasi amerika memuja pbb
@dinopattidjalal @Kemlu_RI @Menlu_RI Setuju 1000% pak Dino Sepertinya pemimpin2 di negara ini sekarang penakut...padahal jika puhak asing manapun mengusik Indonesia..bisa dipastikan 1000% rakyat ikut turun berperang...kita semua punya genetika keberanian melawan yang menindas...siapapun itu.,setuju dino pemimpin negara penakut puhak asing manapun mengusik indonesia rakyat turun berperang genetika keberanian melawan menindas
@HirooAPG @dinopattidjalal @Kemlu_RI @Menlu_RI Exacly,exacly
@ubedasy @dinopattidjalal @Kemlu_RI @Menlu_RI Nothing,nothing
@bakwanlover @dinopattidjalal @Kemlu_RI @Menlu_RI Apa yang bisa diharapkan dari orang ini sbg MenLu!?,diharapkan sbg menlu
@dwi_brom @dinopattidjalal @Kemlu_RI @Menlu_RI @prabowo Bangun tidur dikasih laporan : AMAN PAK bobo lagi,bangun tidur dikasih laporan aman bobo
@dinopattidjalal @Kemlu_RI @Menlu_RI Bukankah RI saat ini justru menjadi contoh negara di dunia yg kehilangan martabat dan harga diri di panggung internasional? Harusnya kita bangga dong ya baru kali ini di era kepemimpinan saat ini ada yg bisa dicontoh dari RI oleh negara² lain. Contoh yg salah tapi... ‍‍️,contoh negara dunia kehilangan martabat harga panggung internasional bangga kali era kepemimpinan dicontoh negara contoh salah
@dwi_brom @dinopattidjalal @Kemlu_RI @Menlu_RI @prabowo Kan hapenya dipegang buna. Gak boleh main HP kalo belum dapat nilai bagus ,hapenya dipegang buna main nilai bagus
@dinopattidjalal @Kemlu_RI @Menlu_RI hahahahahahhaa... setuju Mas Menteri.. SAMA SEKALI TIDAK MENYEBUT AMERIKA SERIKAT!!! Menlu kita sekarang memang PENGECUT!!! Cerminan atasan?,hahahahahahhaa setuju mas menteri menyebut amerika serikat menlu pengecut cerminan atasan
@dinopattidjalal @Kemlu_RI @Menlu_RI Kan Israel udah investasi besar di Indo sampai ada 50 visa itu. Kata prubowo kekuatan Aseng makanya kelakuan pejabat ama polri kaya yahudi semua...,israel investasi indo visa prubowo kekuatan aseng kelakuan pejabat ama polri kaya yahudi
@dinopattidjalal @Kemlu_RI @Menlu_RI GARIS BESARNYA APAKAH YG MAU DI HARAPKAN DARI PENGUASA HASIL PEMILU CURANG 2024 LALU ...? SAYA LIHAT HAMPIER TIDAK ADA KEBIJAKAN YG JUJUR... REGULASINYA BAU BUSUK SYARAT KEPENTINGAN POLITIK KEKUASAAN ... PAGAR LAUT ? RIZA CHALID ? KUOTA HAJI ? JUDOL ? GRATIF JET KAESANG ? DLL ?,garis besarnya harapkan penguasa hasil pemilu curang lihat hampier kebijakan jujur regulasinya bau busuk syarat kepentingan politik kekuasaan pagar laut riza chalid kuota haji judol gratif jet kaesang
@dinopattidjalal @Kemlu_RI @Menlu_RI Menlunya bingung ga tahu mau ngomong apa krn belum ada komando dr bosnya utk berbicara langsung krn bosnya tell me alias makin lambat daya pikirnya... Akhirnya chatbot yg disuruh komen...,menlunya bingung ngomong krn komando bosnya utk berbicara langsung krn bosnya tell alias lambat daya pikirnya chatbot disuruh komen
@ramazaynworld @dinopattidjalal @Kemlu_RI @Menlu_RI Jadi boleh ya kalo wowok dihilangkan kek Mahasiswa ?,wowok dihilangkan kek mahasiswa
@dinopattidjalal @Kemlu_RI @Menlu_RI https://t.co/wx6zeSFScR,
@dinopattidjalal @Kemlu_RI @Menlu_RI apakah kita sudah menjadi budak Amerika dan bersikap budeg pada hal-hal yang tak sesuai dengan hukum internasional yang dilakukan oleh Amerika?,budak amerika bersikap budeg sesuai hukum internasional amerika
@ramazaynworld @dinopattidjalal @Kemlu_RI @Menlu_RI Dasar tidak patriotik! Ini soal sikap kita bangsa bezaaaaaar! https://t.co/Afavsvwko2,dasar patriotik sikap bangsa bezaaaaaar
@dinopattidjalal @Kemlu_RI @Menlu_RI Negeri dg pejabat inkompeten,negeri pejabat inkompeten
@dinopattidjalal @Kemlu_RI @Menlu_RI Dia itu bukan Menlu tapi ketua RT,menlu ketua
@vladsyarif13 @dinopattidjalal @Kemlu_RI @Menlu_RI Macan Asia: https://t.co/4UXPmMx3GK,macan asia
@dinopattidjalal @Kemlu_RI @Menlu_RI terlihat serupa dgn statement PM Malaysia,dgn statement malaysia
@dinopattidjalal @Kemlu_RI @Menlu_RI https://t.co/g8qE4LqQ0G,
@dinopattidjalal @Kemlu_RI @Menlu_RI Saya kira semua org memang perlu berhati-hati berkomentar mengenai perkembangan terakhir di Venezuela karena kita tidak bisa cuma fokus pada kejadian terbaru ada rentetan peristiwa sebelumnya yang perlu dicermati untuk sampai pada satu kesimpulan final.,org berhati hati berkomentar perkembangan venezuela fokus kejadian terbaru rentetan peristiwa dicermati kesimpulan final
@dinopattidjalal @Kemlu_RI @Menlu_RI AS telah melanggar tata tertib pergaulan internasional dan kalau RI tidak bereaksi keras RI hanyalah macan ompong bukan macan asia ,melanggar tata tertib pergaulan internasional bereaksi keras macan ompong macan asia
@dinopattidjalal @Kemlu_RI @Menlu_RI Padahal Indonesia bukan sekedar pemain Global South. @Prabowo sendiri yang menawarkan Indonesia sbg bridge builder North-South. Nampaknya akan ada harga yang harus dibayar oleh @POTUS untuk Indonesia terkait diamnya Indonesia.,indonesia sekedar pemain global south menawarkan indonesia sbg bridge builder north south nampaknya harga dibayar indonesia terkait diamnya indonesia
@dinopattidjalal @Kemlu_RI @Menlu_RI Takut sama @realDonaldTrump https://t.co/qr248e0yPy,takut
@dinopattidjalal @Kemlu_RI @Menlu_RI Jangan heran istilahnya beliau tidak percaya diri beneran ,heran istilahnya beliau percaya beneran
@bakwanlover @dinopattidjalal @Kemlu_RI @Menlu_RI Wamenlu nya ada 2 gak pernah kedengeran,wamenlu kedengeran
@dinopattidjalal @Kemlu_RI @Menlu_RI Sampeyan konon kan diplomat Pak @dinopattidjalal pernyataan @Kemlu_RI ga jauh beda dgn Singapore punya Pak. https://t.co/ohJHELHDPF,sampeyan konon diplomat pernyataan beda dgn singapore
@dinopattidjalal @Kemlu_RI @Menlu_RI Salute sama PM Malaysia. Tegas!,salute malaysia
@NiniN710_1199 @dinopattidjalal @Kemlu_RI @Menlu_RI ,
@GunGuna0446496 @dinopattidjalal @InFebriyan128 @Kemlu_RI @Menlu_RI Gara gara 58 hanya omon omon,gara gara omon omon
@dinopattidjalal @Kemlu_RI @Menlu_RI Lah mana berani sama asing,berani asing
@emerson_yuntho @dinopattidjalal @Kemlu_RI @Menlu_RI Wong pancen anak magang ,pancen anak magang
@dinopattidjalal @Kemlu_RI @Menlu_RI Mungkin masih menunggu petunjuk ketua partai. Kebanyakan pejabat yg notabene anggota suatu partai politik 'mengembik' apa kata sang ketua partai. Ini menurut keyakinan saya.,menunggu petunjuk ketua partai kebanyakan pejabat notabene anggota partai politik mengembik sang ketua partai keyakinan
@dinopattidjalal @Kemlu_RI @Menlu_RI Aduh kok pake heran sih pak heran mah kalo cepet tanggap dan buat statement tegas.Kalo begini mah ga usah heran wong memang biasanya pun begitu kok.,aduh pake heran heran cepet tanggap statement heran
@jondhez @dinopattidjalal @Kemlu_RI @Menlu_RI @NataliusPigai2 https://t.co/1D21ldHMd6,
@dinopattidjalal @Kemlu_RI @Menlu_RI Saya berbeda pendapat Pernyataan resmi kementerian luar negeri merupakan parameter resmi sikap negara Pada kasus kasus krusial SANGAT TEPAT sikap menlu (dan pak presiden @prabowo ) untuk sangat berhati hati sebelum membuat pernyataan Pantau dulu perkembangan nya. Perubahan,berbeda pendapat pernyataan resmi kementerian negeri parameter resmi sikap negara krusial sikap menlu presiden berhati hati pernyataan pantau perkembangan perubahan
@dinopattidjalal @Kemlu_RI @Menlu_RI Kita ini bangsa yang besar.. ucap si macan ompong,bangsa macan ompong
@dinopattidjalal @Kemlu_RI @Menlu_RI Sampeyan konon kan diplomat Pak @dinopattidjalal pernyataan @Kemlu_RI ga jauh beda dgn Singapore punya Pak. https://t.co/ohJHELHDPF,sampeyan konon diplomat pernyataan beda dgn singapore
@dinopattidjalal @Kemlu_RI @Menlu_RI Sesungguhnya... DONALD TRUMP itu sedang membangkitkan PERANG SALIB perang sesama Imperium KARESTEN lalu Ummat Yesus Allaihissalam dan Muhammad SAW dijadikan korban Kolonial APEK: Asosiasi Penjajah Karesten Tentunyaahh..,sesungguhnya donald trump membangkitkan perang salib perang imperium karesten ummat yesus allaihissalam muhammad saw dijadikan korban kolonial apek asosiasi penjajah karesten tentunyaahh
@dinopattidjalal @Kemlu_RI @Menlu_RI Menurut analisis saya berdasarkan pernyataan resmi Kemlu RI dan berita terkini terlalu berisiko merusak hubungan bilateral. Untuk menjaga netralitas diplomatik hindari konfrontasi lgsg &amp; fokus pada prinsip umum sptkedaulatan tanpa menarget pihak spesifik sesuai POLICY LN RO,analisis berdasarkan pernyataan resmi kemlu berita terkini berisiko merusak hubungan bilateral menjaga netralitas diplomatik hindari konfrontasi lgsg amp fokus prinsip sptkedaulatan menarget spesifik sesuai policy
@dinopattidjalal @Kemlu_RI @Menlu_RI https://t.co/nzD8OYlrO6 Malaysia lebih progesif.,malaysia progesif
@dinopattidjalal @Kemlu_RI @Menlu_RI Saya Prihatin...Kata pak SBY.,prihatin sby
@dinopattidjalal @Kemlu_RI @Menlu_RI Ada minyak RI di Venezuela..... ko @prabowo @bahlillahadalia @KementerianESDM @Menlu_RI @MyPertaminaID pada diam. https://t.co/rDZbtmQL3C,minyak venezuela diam
@dinopattidjalal @Kemlu_RI @Menlu_RI Takut nego tarif dagang gagal pdhl ga nguntungin sama sekali jg. Wkwk,takut nego tarif dagang gagal pdhl nguntungin wkwk
@dinopattidjalal @Kemlu_RI @Menlu_RI sejak Macan Asia Menjadi presiden... kita takut dengan negara lain.. kita takut untuk menangkap koruptor. kita takut menangkapa pelaku pembalakan liar. kita takut ketika rakyat menjadi kritis dan pandai.. itulah kita hidup.. Jokowi....,macan asia presiden takut negara takut menangkap koruptor takut menangkapa pelaku pembalakan liar takut rakyat kritis pandai hidup jokowi
@dinopattidjalal @Kemlu_RI @Menlu_RI Pak Pattidjalal pura pura gak tau ya pernyataan Menlu tentu persetujuan Presiden tau kan pembicaraan empat mata Presiden dgn Donal Trum yg bocor di mic &amp; viral di medsos ,pattidjalal pura pura pernyataan menlu persetujuan presiden pembicaraan mata presiden dgn donal trum bocor mic amp viral medsos
@dinopattidjalal @Kemlu_RI @Menlu_RI Mental JONGOS disuruh berani.. Mana mungkin..,mental jongos disuruh berani
@namazu_sensei @dinopattidjalal @Kemlu_RI @Menlu_RI Radanya ini.benar banget ,radanya
@emerson_yuntho @dinopattidjalal @Kemlu_RI @Menlu_RI Loh si pigai sudah packing koper padahal mo ke new york,pigai packing koper new york
@PriyonoDepi @dinopattidjalal @Kemlu_RI @Menlu_RI Jangan lupa openingnya: heey antek antek asing! ,lupa openingnya heey antek antek asing
@dinopattidjalal @Kemlu_RI @Menlu_RI Sekelas pak Dino aja heran lhooo....,sekelas dino heran lhooo
@dinopattidjalal @Kemlu_RI @Menlu_RI gimana mo jadi 5 super power dunia,gimana super power dunia
@dinopattidjalal @Kemlu_RI @Menlu_RI Menlunya ngurusin Pilkada,menlunya ngurusin pilkada
@dinopattidjalal @Kemlu_RI @Menlu_RI he s busy ngapa2in Pilkada pls don t disturb him,busy ngapain pilkada pls don disturb him
@KangSemproel @NiniN710_1199 @dinopattidjalal @Kemlu_RI @Menlu_RI ,
@ditoradhyaa @yudhis147 @dinopattidjalal @Kemlu_RI @Menlu_RI Sebagai Menlu RI (1999-2001) di era Gus Dur prestasi Alwi Shihab meliputi: - Memperbaiki hubungan bilateral Indonesia-Portugal diakui dengan penghargaan dari Presiden Portugal (2012). - Menjadi utusan khusus ke Timur Tengah &amp; Organisasi Konferensi Islam untuk diplomasi. -,menlu era gus dur prestasi alwi shihab meliputi memperbaiki hubungan bilateral indonesia portugal diakui penghargaan presiden portugal utusan khusus timur amp organisasi konferensi islam diplomasi
@dinopattidjalal @Kemlu_RI @Menlu_RI https://t.co/OTlX0a2Hqy,
@dinopattidjalal @Kemlu_RI @Menlu_RI sejak kapan pemerintah kita berani?? mereka mah beraninya ama warga sendiri doang ama bule di bali aja diinjek injek gak ngelawan,pemerintah berani beraninya ama warga doang ama bule bali diinjek injek ngelawan
@RencanaTrading @dinopattidjalal @Kemlu_RI @Menlu_RI Apa yg mau diharapkan dr menlu sekarang yg tidak punya stance,diharapkan menlu stance
@dinopattidjalal @Kemlu_RI @Menlu_RI Apakah : USA menyodorkan konsep perencanaan pilpres 2024 berikut jajaran kabinetnya bila 02 menang ?? Apakah ada kontribusi dana dari sana jg ?,usa menyodorkan konsep perencanaan pilpres jajaran kabinetnya menang kontribusi dana
@dinopattidjalal @Kemlu_RI @Menlu_RI Benar.. menlu kita banyak diamnya. Kemungkinan ga paham juga apa yg mau dia omongin,menlu diamnya paham omongin
@dinopattidjalal @Kemlu_RI @Menlu_RI Betul pak. Padahal KITA BANGSA YANG BESAR! ,bangsa
@dinopattidjalal @Kemlu_RI @Menlu_RI Bapak heran pernyataan seperti ini keluar dari kementerian yang dipimpin orang tidak capable &amp; kompeten? FORKS FOUND IN THE KITCHEN DUH PAK https://t.co/NFGVWwqGho,heran pernyataan kementerian dipimpin capable amp kompeten forks found the kitchen duh
@dinopattidjalal @Kemlu_RI @Menlu_RI Jangan malu malu kalau dukung trump serang negara besar sampaikan saja. Hidup trumph !,malu malu dukung trump serang negara hidup trumph
@dinopattidjalal @Kemlu_RI @Menlu_RI Harga diri nyangkut terbawa banjir bandang dia Aceh Tamiang,harga nyangkut terbawa banjir bandang aceh tamiang
@dinopattidjalal @Kemlu_RI @Menlu_RI saya juga heran pak,heran
@rizkydika_ @dinopattidjalal @Kemlu_RI @Menlu_RI Level Camat aja belom ...,level camat belom
@dinopattidjalal @Kemlu_RI @Menlu_RI Kalau tindakan tersebut dibenarkan. Bisa kejadian juga thailand culik perdana mentri kamboja?,tindakan dibenarkan kejadian thailand culik perdana mentri kamboja
@erlangga_tsu @dinopattidjalal @Kemlu_RI @Menlu_RI Menurut analisis saya berdasarkan pernyataan resmi Kemlu RI dan berita terkini menyebut Amerika Serikat bisa memperkuat sikap bebas aktif Indonesia seperti kritik terhadap invasi Iraq dulu tapi juga berisiko merusak hubungan bilateral. Kemungkinan alasan tidak disebut:,analisis berdasarkan pernyataan resmi kemlu berita terkini menyebut amerika serikat memperkuat sikap bebas aktif indonesia kritik invasi iraq berisiko merusak hubungan bilateral alasan
@dinopattidjalal @Kemlu_RI @Menlu_RI Maklum lah Pak Dino menlu skrg kan titipan ,maklum dino menlu skrg titipan
@dinopattidjalal @Kemlu_RI @Menlu_RI mungkin takut juga https://t.co/ezUOy5YItv,takut
@PriyonoDepi @dinopattidjalal @Kemlu_RI @Menlu_RI Hehehe kalimat itu kaya di ulang2 kaya kaset ya Belum ada kalimat baru kaya nya. Antek asing yg merusak bangsa kita . Padahal yg korup orang indonesia bukan bangsa asing,hehehe kalimat kaya ulang kaya kaset kalimat kaya antek asing merusak bangsa korup indonesia bangsa asing
@dinopattidjalal @Kemlu_RI @Menlu_RI Negara ini beraninya sama rakyat sendiri doang,negara beraninya rakyat doang
@dinopattidjalal @Kemlu_RI @Menlu_RI Kan emang antek antek aseng,emang antek antek aseng
@dinopattidjalal @Kemlu_RI @Menlu_RI Takut dihajar sama tarif Pak ,takut dihajar tarif
@dinopattidjalal @Kemlu_RI @Menlu_RI Pak jangan ikut2 lcampur soal penangkapan Nicolas. Bisa2 Indonesia di persulit oleh Amerika. Terutama Ekspor2 Indonesia masuk ke Amerika. Bapak sebagai mantan dubes harus paham soal seluk beluk Amerika. Indonesia sebagai negara miskin masih ketergantungan dr USA.,lcampur penangkapan nicolas indonesia persulit amerika ekspor indonesia masuk amerika mantan dubes paham seluk beluk amerika indonesia negara miskin ketergantungan usa
@dinopattidjalal @Kemlu_RI @Menlu_RI kalo kowi nyebut kk besar kalo kowo nyebut Negara sahabat lahan aja di obral yg penting bisa ngutang yg bayar tinggal nyekik rakyat,kowi nyebut kowo nyebut negara sahabat lahan obral ngutang bayar tinggal nyekik rakyat
@dinopattidjalal @Kemlu_RI @Menlu_RI Dah pada ngeri sekelas presiden aja bisa dicokok malem2 dlm hitungan jam aplg menteri.....buat US bisa secepat bersin doang. Selama rakyat tdk mendukung penguasanya maka asing mampu spt itu. Kita bisa liat skrg bgmn penguasa memperlakukan rakyatnya...,dah ngeri sekelas presiden dicokok malem dlm hitungan jam aplg menteri secepat bersin doang rakyat tdk mendukung penguasanya asing spt skrg bgmn penguasa memperlakukan rakyatnya
@dinopattidjalal @Kemlu_RI @Menlu_RI call out pak jangan-jangan udah kena influence antek aseng,call out kena influence antek aseng
@dinopattidjalal @Kemlu_RI @Menlu_RI Penguasanya chicken shit... Level ayam sayur mau berharap apa bang...???,penguasanya chicken shit level ayam sayur berharap bang
@dinopattidjalal @Kemlu_RI @Menlu_RI Gak masuk wa grup pak makanya binggung. ,masuk grup binggung
@dinopattidjalal @Kemlu_RI @Menlu_RI Berarti politik bebas aktifnya diterjemahkan seperti realpolitik/ politik pragmatis,politik bebas aktifnya diterjemahkan realpolitik politik pragmatis
@dinopattidjalal @Kemlu_RI @Menlu_RI MUNGKIN PRESIDEN PRABOWO JUGA DAG DIG DUG... MENDING NYURUH MENLU JANGAN BANYAK KOMENTAR KETIMBANG BESOK MALAM GILIRAN GUA DI CIDUK JUGA KAYAK MADURO,presiden prabowo dag dig dug mending nyuruh menlu komentar ketimbang besok malam giliran ciduk kayak maduro
@dwi_brom @dinopattidjalal @Kemlu_RI @Menlu_RI @prabowo Lagi ngarang pidato yg bagus supaya bisa didengar seluruh dunia kalo presiden kita jago berpidato soal omon-omon pejabat pemerintah Indonesia jagonya,ngarang pidato bagus didengar dunia presiden jago berpidato omon omon pejabat pemerintah indonesia jagonya
@dwi_brom @dinopattidjalal @Kemlu_RI @Menlu_RI @prabowo Insya Allah weekend ini kak taunya. Kan weekend kemarin update info yg minggu sebelumnya. Sabar ya kak satu satu. Maklum presiden lansia. Screentime juga dibatasi sama ibu negara,insya allah weekend kak taunya weekend kemarin update info minggu sabar kak maklum presiden lansia screentime dibatasi negara
@dinopattidjalal @Kemlu_RI @Menlu_RI Pak Pattidjalal pura pura gak tau ya pernyataan Menlu tentu persetujuan Presiden tau kan pembicaraan empat mata Presiden dgn Donal Trum yg bocor di mic &amp; viral di medsos ,pattidjalal pura pura pernyataan menlu persetujuan presiden pembicaraan mata presiden dgn donal trum bocor mic amp viral medsos
@9H0st66 @dinopattidjalal @Kemlu_RI @Menlu_RI Benar buku The Dark Forest ajarkan strategi bertahan: diam dan hitung langkah untuk hindari konflik dengan kekuatan superior seperti bandar di meja judi. Di diplomasi Indonesia bisa beat the dealer dengan suara halus tapi strategis kritik prinsip tanpa gegabah jaga,buku the dark forest ajarkan strategi bertahan diam hitung langkah hindari konflik kekuatan superior bandar meja judi diplomasi indonesia beat the dealer suara halus strategis kritik prinsip gegabah jaga
@namazu_sensei @dinopattidjalal @Kemlu_RI @Menlu_RI Pemerintah kaleng kerupuk hanya bisa menindas dan memenjarakan rakyat sendiri langsung mengkerut begitu ketemu pihak asing kalo pidato asing-aseng abis itu mlempem kek kue apem yg anyep,pemerintah kaleng kerupuk menindas memenjarakan rakyat langsung mengkerut ketemu asing pidato asing aseng abis mlempem kek kue apem anyep
@dinopattidjalal @Kemlu_RI @Menlu_RI Rupanya prabowo takut pada asing..,prabowo takut asing
@dinopattidjalal @Kemlu_RI @Menlu_RI Mana ngerti bocah itu pak saya aja yg bodoh dan tidak punya power greget.,ngerti bocah bodoh power greget
@9H0st66 @dinopattidjalal @Kemlu_RI @Menlu_RI Benar kebijaksanaan diplomasi sering kali tentang navigasi risiko hindari perang terbuka demi keselamatan tapi jangan sampai hilang pengaruh. Dari pernyataan Kemlu RI (sumber: Anadolu Agency Jakarta Globe) Indonesia pilih dialog tanpa konfrontasi langsung mirip strategi,kebijaksanaan diplomasi kali navigasi risiko hindari perang terbuka keselamatan hilang pengaruh pernyataan kemlu sumber anadolu agency jakarta globe indonesia pilih dialog konfrontasi langsung strategi
@dinopattidjalal @allanespe_2 @Kemlu_RI @Menlu_RI @Menlu_RI sekarang org bodoh pak jd wajar dia diam kan sdh bukan rahasia umum lg klo semua menteri wowo itu org2 iq Rendah semua apalg wapresnya oon nya amazing cuma 1 menteri yg pintar dan jujur @menkeu_ri pak purbaya @PurbayaYudhi,org bodoh wajar diam sdh rahasia klo menteri wowo org rendah apalg wapresnya oon amazing menteri pintar jujur purbaya
@dinopattidjalal @Kemlu_RI @Menlu_RI Bukti menlu ga punya nyali power maklum masih muda gak paham ipoleksosbudhankam geopolitik dlm luar negeri shgg takuuut emang cerdas tapi,bukti menlu nyali power maklum muda paham ipoleksosbudhankam geopolitik dlm negeri shgg takuuut emang cerdas
@nyonyahsyuuper @visiau_back01 @dinopattidjalal @Kemlu_RI @Menlu_RI Gitu yee die?,yee die
@dinopattidjalal @Kemlu_RI @Menlu_RI Menlu nya lagi ngurus Pilkada + yang penting posting FYP Venezuela / Amerika mahh lewat... Apalagi dengar kata Trump dikerjain tarif Trump aja takut apalagi yg lain. https://t.co/L0FFyMOnQh,menlu ngurus pilkada posting fyp venezuela amerika mahh dengar trump dikerjain tarif trump takut
@TriadiTrisni @dinopattidjalal @Kemlu_RI @Menlu_RI Lalu abis itu gimane?,abis gimane
@dinopattidjalal @visiau_back01 @Kemlu_RI @Menlu_RI C7!! ,
@dinopattidjalal @Kemlu_RI @Menlu_RI datar &amp; ngg jelas.,datar amp ngg
@dinopattidjalal @Kemlu_RI @Menlu_RI Bocah ingus mana ada hasil pemikiran sendiri. Sementara Mr. Wowo adalah jongosnya Trump.,bocah ingus hasil pemikiran wowo jongosnya trump
@dinopattidjalal @Kemlu_RI @Menlu_RI Orang bilang karena sama2 penculik pak Dino,bilang penculik dino
@ramazaynworld @dinopattidjalal @Kemlu_RI @Menlu_RI Mentalitas inferior,mentalitas inferior
@dinopattidjalal @Kemlu_RI @Menlu_RI ini pura2 heran apa heran beneran karena cari perhatian,pura heran heran beneran cari perhatian
@dinopattidjalal @Kemlu_RI @Menlu_RI Karena seketika teringat invasi Timor Leste 50 tahun lalu lewat Operasi Seroja,invasi timor leste operasi seroja
@dinopattidjalal @Kemlu_RI @Menlu_RI amerini aja takut apalagi amerika,amerini takut amerika
@dwi_brom @dinopattidjalal @Kemlu_RI @Menlu_RI @prabowo Insya Allah weekend ini kak taunya. Kan weekend kemarin update info yg minggu sebelumnya. Sabar ya kak satu satu. Maklum presiden lansia. Screentime juga dibatasi sama ibu negara,insya allah weekend kak taunya weekend kemarin update info minggu sabar kak maklum presiden lansia screentime dibatasi negara
@jondhez @dinopattidjalal @Kemlu_RI @Menlu_RI @NataliusPigai2 Dipanggil pig atau gai?,dipanggil pig gai
@DrRizalSukma @dinopattidjalal @Kemlu_RI @Menlu_RI Lucu tapi sedih ya Pak. Ternyata uda sehopeless ini kita sama menlu sendiri,lucu sedih uda sehopeless menlu
@dinopattidjalal @Kemlu_RI @Menlu_RI Bunch of amateurs!,bunch amateurs
@dinopattidjalal @Kemlu_RI @Menlu_RI Menurut saya kapasitas Mr Sugiono amat kalah jauh sama Bu Retno Marsudi bahkan dengan Pak Dino Pati Djalal pun masih dibawahnya. Apalagi bila dibanding Mr Mochtar Kusumaatmadja. Mr Sugiono bukan diplomat kawakan macam nama-nama tadi.,kapasitas sugiono kalah retno marsudi dino pati djalal dibawahnya dibanding mochtar kusumaatmadja sugiono diplomat kawakan nama nama
@dinopattidjalal @Kemlu_RI @Menlu_RI Pak Dino apakah ini masih ada keterkaitan dengan rencana Presiden Prabowo yang akan ke Amerika Serikat bulan Januari ini untuk negosiasi tarif dagang jadi sikap yang diambil sangat hati-hati ?,dino keterkaitan rencana presiden prabowo amerika serikat januari negosiasi tarif dagang sikap diambil hati hati
@dwi_brom @dinopattidjalal @Kemlu_RI @Menlu_RI @prabowo Udh di screening Teddy Brita2x yg masuk ke Bowo so 1 mgg kemudian Bowo br dngr itupun Dy no koment. Ngomong antek asang2xing tp BGITU asing SEWENANG-WENANG Yo meneng wae ORA wani....?!?!,udh screening teddy britax masuk bowo mgg bowo dngr itupun koment ngomong antek asangxing bgitu asing sewenang wenang meneng wae ora wani
@dinopattidjalal @Kemlu_RI @Menlu_RI Indonesia bersuara menyatakan yg salah itu salah apa yg dilakukan AS thdp kedaulatan Venezuela. Apa susahnya sich.,indonesia bersuara salah salah thdp kedaulatan venezuela susahnya sich
@dinopattidjalal @Kemlu_RI @Menlu_RI mungkin ngak nyandak pikiran pak menlu,ngak nyandak pikiran menlu
@dinopattidjalal @Kemlu_RI @Menlu_RI Percuma pak kalo di kritik AFK,kritik afk
@ariefkhoirrur @dinopattidjalal @Kemlu_RI @Menlu_RI Prabowo tempekkkk,prabowo tempekkkk
@dinopattidjalal @Kemlu_RI @Menlu_RI Dalah sadar diri ja negara sendiri carut marut.mau urus negara org,dalah sadar negara carut marut urus negara org
@dinopattidjalal @Kemlu_RI @Menlu_RI ntar bosnya menlu ga dikasih akses ke Eric kalau kelewat lancang.,ntar bosnya menlu dikasih akses eric kelewat lancang
@dinopattidjalal @Kemlu_RI @Menlu_RI Ya begitulah kualitas menlu kita .. masih jauh dibawah sebelumnya ,kualitas menlu dibawah
@dinopattidjalal @Kemlu_RI @Menlu_RI Kayaknya kapasitasnya ga sampe sana Pak.. Menteri give away hanya karena satu partai seharusnya dia ditunjuk jadi camat,kayaknya kapasitasnya sampe menteri give away partai camat
@dinopattidjalal @Kemlu_RI @Menlu_RI Krn semua atas nama kepentingan!! Ketika tdk bersuara ya krn kepentingan juga sekalian krn bukan sungkan tapi takut! Lagi2 KEOENTINGAN! Jadi jgnkan bpk kami warga aja sdh ga heran dg bgs ini! Katanya NKRI harga MATI tapi ternyata NKRI harga NEGO!!,krn nama kepentingan tdk bersuara krn kepentingan krn sungkan takut keoentingan jgnkan bpk warga sdh heran bgs nkri harga mati nkri harga nego
@dinopattidjalal @Kemlu_RI @Menlu_RI Masih kalah berani sama PM Anwar Ibrahim...,kalah berani anwar ibrahim
@dayatpiliang @dinopattidjalal @Kemlu_RI @Menlu_RI Cam manalah didalam mereka praktekan apa yang dilakukan paman sam kepada rakyatnya. Kebenaran mutlak milik yang kuat. Makahnya gak berani bersuara ke paman sam itu,cam manalah didalam praktekan paman sam rakyatnya kebenaran mutlak milik kuat makahnya berani bersuara paman sam
@dinopattidjalal @Kemlu_RI @Menlu_RI Apa yg anda harapkan dari seorang @prabowo yg dr dulu diketeknya US...?,harapkan diketeknya
@dinopattidjalal @Kemlu_RI @Menlu_RI Benar bangat pak,bangat
@dinopattidjalal @Kemlu_RI @Menlu_RI Indonesia masih dijajah Kolonial Portugis-Katholik Belanda-Protestan dan Inggris-Anglican yang tergabung dalam APEK: Asosiasi Penjajah Karesten tentunyaahh.. Cc @anwaribrahim @prabowo @khamenei_ir @RTErdogan @aniesbaswedan @,indonesia dijajah kolonial portugis katholik belanda protestan inggris anglican tergabung apek asosiasi penjajah karesten tentunyaahh
@dinopattidjalal @Kemlu_RI @Menlu_RI Apa yg mau di harapkan pak..capek liatnya tiap hari ada aja jumscarenya,harapkan capek liatnya jumscarenya
@dinopattidjalal @Kemlu_RI @Menlu_RI Kakek Sugiono masih sama Maria Ozawa pak,kakek sugiono maria ozawa
