full_text_comments,full_text_comments_preprocessed
"@msaid_didu @prabowo jir apaan si kan negara jalan pakai hukum, bukan pakai perasaan",jir negara jalan pakai hukum pakai perasaan
"@msaid_didu @prabowo Kritik itu wajar, tapi menyudutkan tanpa memahami kondisi Indonesia jelas tidak adil",kritik wajar menyudutkan memahami kondisi indonesia adil
@msaid_didu @prabowo Presiden Prabowo membawa semangat optimisme bagi Indonesia dan fokus menjaga kesinambungan agar program berjalan lancar,presiden prabowo membawa semangat optimisme indonesia fokus menjaga kesinambungan program berjalan lancar
@msaid_didu @prabowo Gosip terossssss,gosip terossssss
"@msaid_didu @prabowo kok provokatif gini ya pak,",provokatif gini
@msaid_didu @prabowo Tetep positive thinking dulu ges,tetep positive thinking ges
@msaid_didu @prabowo Karna org yg menepati jabatan sudah sesuai dengan kapasitasnya,karna org menepati jabatan sesuai kapasitasnya
@msaid_didu @prabowo Mereka yg tidak bisa kerja sdh disingkirkan. Sudah kelihatan kerja keras pemerintah selama ini.,kerja sdh disingkirkan kerja keras pemerintah
"@msaid_didu @Iyan78540661 @prabowo #celotehakhirtahun
Inilah jawabannya
Senjata makan tuan itulah taktik prabowo, jadi jangan pernah berharap pada presiden prabowo pemimpin yang tak punya senjata.",celotehakhirtahun jawabannya senjata makan tuan taktik prabowo berharap presiden prabowo pemimpin senjata
"@msaid_didu @prabowo Daripada sibuk menyebar tuduhan, lebih baik kita dukung langkah pemerintah yang jelas bekerja di lapangan",sibuk menyebar tuduhan dukung langkah pemerintah lapangan
@msaid_didu @prabowo pak prabowo pasti tegas kok cuma lagi menunggu momentum saja,prabowo menunggu momentum
"@msaid_didu @prabowo ga sabaran bgt. tuntutan rakyat banyak bgt. mau ganti pas lg tugas seabrek, apa ga goyang tuh pemerintah!?",sabaran bgt tuntutan rakyat bgt ganti tugas seabrek goyang tuh pemerintah
"@msaid_didu @prabowo semua butuh proses, tidak semua mudah seperti membalikkan telapak tangan",butuh proses mudah membalikkan telapak tangan
"@msaid_didu @prabowo Hoby banget kyak nya nyerang Presiden, buat framing negatif kyak gini, gak ada kerjaan lain apa ya",hoby kyak nyerang presiden framing negatif kyak gini kerjaan
"@msaid_didu @prabowo sering hatespeech mulu ni om2
bukannya iget umur,",hatespeech mulu iget umur
@msaid_didu @prabowo Ada yang namanya merit sistem Bos. Dan sudah berjalan dengan baik,namanya merit sistem bos berjalan
"@msaid_didu @prabowo umur ga ada yg tau pakde
jangan ghibah mulu",umur pakde ghibah mulu
@msaid_didu @prabowo Berisik lo sampah postingan nya,berisik sampah postingan
@msaid_didu @prabowo Apakah peserta diskusi itu satu suara dengan Bapak ?,peserta diskusi suara
@msaid_didu @prabowo Postingan ga penting sampah,postingan sampah
@msaid_didu @prabowo Bacot lo ga guna,bacot
@msaid_didu @prabowo Ga guna postingan lo,postingan
@msaid_didu @prabowo Semoga tetap kondusif saja pak,semoga kondusif
@msaid_didu @prabowo diskusi apa gosip sie nie orang,diskusi gosip sie nie
@msaid_didu @prabowo Pasti beradi pak Prabowo..,beradi prabowo
@msaid_didu @prabowo Pemerintah dijalankan dengan Merit system dimana orang2 berkualifikasi yang dapat mengemban jabatan,pemerintah dijalankan merit system berkualifikasi mengemban jabatan
@msaid_didu @prabowo Menyala bapak bapak koe,menyala koe
"@msaid_didu @prabowo Proof santai dong. yang namanya presiden mah tau kemana bergerak, anda yang mengandai2 aja",proof santai namanya presiden bergerak mengandai
@msaid_didu @prabowo Mereka gk paham..presiden prabowo anti intervensi dan beliau punya legitimasi,paham presiden prabowo anti intervensi beliau legitimasi
@msaid_didu @prabowo Ya kalau emang masih dipercaya kenapa emangnya ?,emang dipercaya emangnya
@msaid_didu @prabowo Karena raja Jawa menguasai langit dan bumi,raja jawa menguasai langit bumi
@msaid_didu @prabowo Tendensinya ke mana nih?,tendensinya
@msaid_didu @prabowo Kalau memang masih berguna dan kinerja nya masih bisa di rasakan kenapa harus di ganti? Jadi stop untuk provokasi,berguna kinerja rasakan ganti stop provokasi
"@msaid_didu @prabowo Kalau cuma Allah dan segelintir orang yang tahu, terus gunanya lempar opini ke publik apa? mau provokasi?",allah segelintir gunanya lempar opini publik provokasi
"@msaid_didu @prabowo jangan bikin keruh suasana, pemerintah sedang bekerja memulihkan bencana",bikin keruh suasana pemerintah memulihkan bencana
@msaid_didu @prabowo loh ko menyudutkan gitu yaa? ini diskusi apaan yaa?,menyudutkan yaa diskusi yaa
"@msaid_didu @prabowo Narasi yang sepeti ini ni yang gk bagus, lebih baik beri bantuan kepada teman2 kita di Aceh Sumatra dari pada mengkritik presiden.",narasi sepeti bagus bantuan teman aceh sumatra mengkritik presiden
@msaid_didu @prabowo Ada pertimbangan dan mekanisme nya,pertimbangan mekanisme
"@msaid_didu @prabowo waduhh, masih proses mungkin pak",waduhh proses
@msaid_didu @prabowo Manifesting Indonesia semakin membaik,manifesting indonesia membaik
"@msaid_didu @prabowo Penempatan pejabat mengedepankan kinerja dan prestasi, bukan kepentingan.",penempatan pejabat mengedepankan kinerja prestasi kepentingan
"@msaid_didu @prabowo Lah ini apaan pak??? Kudet!
https://t.co/MzsNznGgea",kudet
"@msaid_didu @prabowo asumsi dan cocoklogi kaya gini malah bikin orang fokus ke isu2 ga jelas, bukan ke kinerja pemerintah. sekelas diaspora harusnya bahas kebijakan, hasil, dan arah pemerintahan ke depan, bukan tebak-tebakan 🤦‍♀️",asumsi cocoklogi kaya gini bikin fokus isu kinerja pemerintah sekelas diaspora bahas kebijakan hasil arah pemerintahan tebak tebakan
@TxtdariHI Evaluasi diri karena gw punya pemikiran yg normal,evaluasi pemikiran normal
@TxtdariHI Manggil pak pigai untuk lindungi saya🙂,manggil pigai lindungi
"@TxtdariHI nothing, karena ada menham yang mengkritik balik😌",nothing menham mengkritik
@TxtdariHI Normal,normal
@TxtdariHI Ngerahin buzzer lah,ngerahin buzzer
@TxtdariHI Berharap dibelain si ganteng,berharap dibelain ganteng
@TxtdariHI Minta pigai buat counter,pigai counter
@TxtdariHI Menyalahkan anteq aseng ☝️,menyalahkan anteq aseng
@TxtdariHI curhat ke presiden.,curhat presiden
@TxtdariHI sewa buzzer dong,sewa buzzer
@TxtdariHI Ngendat,ngendat
@TxtdariHI https://t.co/lIN6SgZUSv,
@TxtdariHI lanjut diam,diam
@TxtdariHI Ngerahin buzzerp,ngerahin buzzerp
@TxtdariHI Bayar buzzer 🤣🤌,bayar buzzer
"@TxtdariHI Sewa buzzer : ❌
Sewa Pigai : ✅",sewa buzzer sewa pigai
@TxtdariHI US lapdog unleash. This guy betrayed ‘bebas aktif credo’ without shame while he’s in charge. Sugiono fix it.,lapdog unleash this guy betrayed bebas aktif credo without shame while charge sugiono fix
@TxtdariHI https://t.co/oqgE1HTiWU,
"@TxtdariHI &gt; nyari transaksi negara yg melibatkan dino patti
&gt; chery-picking kerugian negara yg didapat
&gt; dino patti ""terlibat"" korupsi, dipenjara 5 tahun (sampe jabatannya selesai bjir)

Another  t̶a̶p̶o̶l̶ koruptor thrown in the cell https://t.co/pBqvWqAkMz",nyari transaksi negara melibatkan dino patti chery picking kerugian negara dino patti terlibat korupsi dipenjara sampe jabatannya selesai bjir another koruptor thrown the cell
@TxtdariHI Salto dan kayang di Bunderan HI,salto kayang bunderan
@TxtdariHI Langsung jadi Presiden Dewan HAM PBB 😀. Malu banget yang ngritik. Kira kira bakal ucapin selaamet ga tuh ke Menlu? 😆,langsung presiden dewan ham pbb malu ngritik ucapin selaamet tuh menlu
@Outstandjing Membuka diplomasi khusus ke negara tetangga negara republik banten,membuka diplomasi khusus negara tetangga negara republik banten
"@Outstandjing Tolol kerjaan utama nya apa, ngapain dateng ke penyaluran rumah. Kabinet ngga jelas semua",tolol kerjaan utama ngapain dateng penyaluran rumah kabinet ngga
@Outstandjing Berbusa bisa Pak @dinopattidjalal ngajak menlu aktif,berbusa ngajak menlu aktif
@Outstandjing @PNS_Ababil Kerja kerja kerja eh salah jobdesk,kerja kerja kerja salah jobdesk
@Outstandjing @piyopikavet Banten itu di negara mana ya?,banten negara
@Outstandjing @PNS_Ababil Maunya hadir di acara yg enteng2...,maunya hadir acara enteng
@Outstandjing @PNS_Ababil kapan kunjungan ke bekasi nih?,kunjungan bekasi
"@Outstandjing kalau rumah subsidinya di Bali, bisa dimaklumi. rumah subsidi Russian Ghetto.",rumah subsidinya bali dimaklumi rumah subsidi russian ghetto
"@Outstandjing Para diplomat sdh pada bingung pak..
Mereka bingung menterinya siapa sekarang...",diplomat sdh bingung bingung menterinya
@Outstandjing Pak Pigai mana Pak Pigai. Kasih tau Pak Dino kalo Pak Menlu itu kerja dengan baik dan benar,pigai pigai kasih dino menlu kerja
@Outstandjing Joko sembung bawa golok momen,joko sembung bawa golok momen
@Outstandjing Di usia berapakah kalian tahu bahwa Serang Banten itu luar negeri?,usia serang banten negeri
@Outstandjing Ngapain hadirnya disitu 😑,ngapain hadirnya disitu
@Outstandjing Pak Giono ini menlu atau menteri urusan rumah..?,giono menlu menteri urusan rumah
@Outstandjing Kenapa urusan dalam negri ada Menlu?,urusan negri menlu
"@Outstandjing Menlu juga hadir di jalan ibu kota, so what gitu loh",menlu hadir jalan kota what
@Outstandjing Prinsipnya semua akan gw kerjakan yg pnting bkn jobdesk w,prinsipnya kerjakan pnting bkn jobdesk
@Outstandjing Banten udah jadi luar negeri?,banten negeri
"@Outstandjing Ini Menlu Indonesia sekarang? 
Tch, INKOMPETEN.",menlu indonesia tch inkompeten
"@Outstandjing namanya juga menlu menlu
🤣🤣🤣",namanya menlu menlu
@Outstandjing @PNS_Ababil This is sarcasm right?,this sarcasm right
@Outstandjing ini template ya ndjing?,template ndjing
@Outstandjing apasih jirrr ga nyambung 😭,apasih jirrr nyambung
"@Outstandjing MENLU 
Tp ikut bukan kegiatan soal MENLU",menlu kegiatan menlu
@Outstandjing Hubungan tugas menlu dan KPR Rumah apa ya kak?,hubungan tugas menlu kpr rumah kak
@Outstandjing 56 itu apakah tahun angkatannya pas di SMA?,angkatannya sma
@Outstandjing Apa karena saking autopilotnya kerjaan di Kemenlu ya?😬,saking autopilotnya kerjaan kemenlu
@Outstandjing Harus tetep positif komennya biar gak ditangkep acab 😂,tetep positif komennya biar ditangkep acab
"@Outstandjing Ngapain lu disituuu, manusiaaa",ngapain disituuu manusiaaa
"@Outstandjing Lah menlu kalo kerja ya abroad pak, ngapain ngurusin regional, buat apa mendagri",menlu kerja abroad ngapain ngurusin regional mendagri
@Outstandjing Jaka sembung bawa golok,jaka sembung bawa golok
@Outstandjing Mungkin lagi cosplay jd Menteri Pelumahan,cosplay menteri pelumahan
@Outstandjing Hilang arah kayaknya 🤔,hilang arah kayaknya
"@Outstandjing INI SARKAS YA GESSS,SARKASSSS!!

Astagoy.",sarkas gesss sarkassss astagoy
@Outstandjing Baru tau kalo Serang itu di luar negri,serang negri
@Outstandjing @PNS_Ababil (Menlu),menlu
@Outstandjing The real inkompeten,the real inkompeten
@Outstandjing @PNS_Ababil Downgrade,downgrade
@Outstandjing salah tempat woiii,salah woiii
@Outstandjing Palugada aja dah,palugada dah
@Outstandjing Maaf si Sugi ini menteri apaan ya? Menteri Perumahan atau apa 😌,maaf sugi menteri menteri perumahan
@Outstandjing Bwahahaha,bwahahaha
"@Outstandjing Bravo sekjen gerindra
Eh
Menlu maksudnya",bravo sekjen gerindra menlu maksudnya
@Outstandjing Hedoooop jokoweeee!!!,hedoooop jokoweeee
@Outstandjing @piyopikavet Ngapainnnn 😭😭😭,ngapainnnn
"@Outstandjing Ceuk Pigai : kumaha Menlu weh atuh rek kamana2 oge ceunah, da teu ngalanggar HAM",ceuk pigai kumaha menlu weh atuh rek kamana oge ceunah teu ngalanggar ham
@Outstandjing 😂😂,
@Outstandjing luar urusan,urusan
"@Outstandjing Gaji Menteri, kerjaan CPNS kalo cuma hadir2 beginian mah",gaji menteri kerjaan cpns hadir
"@Outstandjing Wkkwkwk
Menteri luar negeri ngurusin perumahan.
Kacau",wkkwkwk menteri negeri ngurusin perumahan kacau
@Outstandjing Sugi ini masih kerabat kakek itu?,sugi kerabat kakek
"@Outstandjing Kalau sampe Triumvirat turun acara begini, presiden masih sehat kan?",sampe triumvirat turun acara presiden sehat
"@Outstandjing Rakyat lu noh tertawan di kamboja
Malah seremonial akad rumah subsidi
Sick",rakyat noh tertawan kamboja seremonial akad rumah subsidi sick
@Outstandjing Bukan kerjaan ny tp ikut nimbrung tlol emng rezim taun ini,kerjaan nimbrung tlol emng rezim taun
@yusuf_dumdum @prabowo @Gerindra Viralkan,viralkan
@yusuf_dumdum @prabowo @Gerindra 🇮🇩🤟,
"@yusuf_dumdum @prabowo @Gerindra RAKYAT Harus BERSYUKUR

Syukur, MBG semakin Kasar di KORUPSI
Syukur, Para Pelakunya AMAN saja
Syukur Punya Presiden yang Komit jalankan PROGRAM Kacau
Syukur MBG tidak perlu diPERBAIKI

Semua ini kita syukuri saja

🇮🇩🥱🇮🇩",rakyat bersyukur syukur mbg kasar korupsi syukur pelakunya aman syukur presiden komit jalankan program kacau syukur mbg diperbaiki syukuri
@yusuf_dumdum @prabowo @Gerindra udh habis berpa T buat MBG dan hasilnya apa?,udh habis berpa mbg hasilnya
"@yusuf_dumdum @prabowo @Gerindra Memang ga keberesan model MBG ini,muak liat nya,ga bermutu.",keberesan model mbg muak bermutu
@yusuf_dumdum @prabowo @Gerindra Ini hari libur masih di beri untuk 1 Minggu harusnya ya Alhamdulillah. Tidak sekolah masih diperhatikan,libur minggu alhamdulillah sekolah diperhatikan
@yusuf_dumdum @prabowo @Gerindra Pak WaPres @gibran_tweet ?,wapres
@yusuf_dumdum @prabowo @Gerindra https://t.co/rtMVFEzZg2,
"@yusuf_dumdum @prabowo @Gerindra Bila keuntungan MBG Rp.1000 x 1 juta anak  saja sudah 1 milyar.

Kalau ada 10 juta anak x 1000 x seminggu udah brapa itu.... 🇲🇨🤣

MERDEKAAA!!! 🇲🇨 https://t.co/oODYgLKjmw",keuntungan mbg juta anak milyar juta anak seminggu brapa merdekaaa
"@yusuf_dumdum @prabowo @Gerindra Respect bgt sama ibunya! Berani suarain keresahan soal MBG yang dirapel  Emang bener sih, nutrisi anak ga bisa ditunda-tunda. Semoga bisa jadi masukan buat pemerintah biar program bagus ini makin bagus lagi kualitasnya!",respect bgt ibunya berani suarain keresahan mbg dirapel emang bener nutrisi anak ditunda tunda semoga masukan pemerintah biar program bagus bagus kualitasnya
@yusuf_dumdum @prabowo @Gerindra MBG itu program bagus kalo diurus dgn baik. Tapi ini malah jadi ladang korupsi baru bagi pejabat2 terkait. Dan sebagai alat utk kampanye nanti di pilpres 2029.,mbg program bagus diurus dgn ladang korupsi pejabat terkait alat utk kampanye pilpres
@yusuf_dumdum @prabowo @Gerindra Udah under spek gitu jlas bnget dikorupsi,under spek jlas bnget dikorupsi
@yusuf_dumdum @prabowo @Gerindra Semoga di tahun 2026 petinggi BGN yang korupsi kena stroke mendadak.... Soalnya suka menipu dan intimidasi verbal rakyat....  Amin...🤲🤲🤲🤲🤲🤲,semoga petinggi bgn korupsi kena stroke mendadak menipu intimidasi verbal rakyat amin
"@yusuf_dumdum @prabowo @Gerindra Peduli apa gua🤭,intinya gua kaya dan masih idup,walau biji dah ilang 1",peduli intinya kaya idup biji dah ilang
@yusuf_dumdum @prabowo @Gerindra kalau pas liburan mbg di stop utk bayar cicilan mobil box gimana?,liburan mbg stop utk bayar cicilan mobil box gimana
@yusuf_dumdum @prabowo @Gerindra PROGRAM BUAT BANCAKAN,program bancakan
"@yusuf_dumdum @prabowo @Gerindra Sudah saatnya kita terus mendorong evaluasi dan Kerja Nyata perbaikan, agar kedepannya #LanjutkanMBG bisa berjalan semakin baik dan berkualitas, dan menjangkau seluruh wilayah Indonesia 🙏",mendorong evaluasi kerja nyata perbaikan kedepannya lanjutkanmbg berjalan berkualitas menjangkau wilayah indonesia
"@kompascom Melayani &amp; mengayomi rakyat aja gak becus, pake ditambah tugasnya jadi petani jagung?? Yg ngide begini uteknya musti di-service ke bengkel overhaul, adaaaa..aja modusnya ngadalin anggaran",melayani amp mengayomi rakyat becus pake ditambah tugasnya petani jagung ngide uteknya musti service bengkel overhaul adaaaa modusnya ngadalin anggaran
"@kompascom Polisi kok suruh nanam jagung, ya terbengkalai.

Suruh respon laporan warga aja terbengkalai, ini suruh nanam jagung.",polisi suruh nanam jagung terbengkalai suruh respon laporan warga terbengkalai suruh nanam jagung
@kompascom Petani jadi polisi..polisi jadi petani,petani polisi polisi petani
"@kompascom Polisi tugasnya mengayomi dan melindungi masyarakat, bukan Nanam Jagung !!!",polisi tugasnya mengayomi melindungi masyarakat nanam jagung
@kompascom Paling ujungnya di jual ke pengembang,ujungnya jual pengembang
@kompascom ngerjain kerjaannya gabisa. skarang bertanipun gagal. emg bisanya cuma nyusahin rakyat doang,ngerjain kerjaannya gabisa skarang bertanipun gagal emg bisanya nyusahin rakyat doang
@kompascom Tugas pemerintah ya ngatur2 &amp; perintah2. Ancur lah kalo ikutan main,tugas pemerintah ngatur amp perintah ancur ikutan main
@kompascom Gimana awalnya koq bisa terbengkalai mang gak melalui proses perencanaan yg matang?? atau mang buat pencitraan aja.??,gimana koq terbengkalai mang proses perencanaan matang mang pencitraan
"@kompascom Kelakuannya gak berubah ubah,cuma buat ceremony pencitraan ,biar terlihat kerja.😁😁",kelakuannya berubah ubah ceremony pencitraan biar kerja
"@kompascom Yg penting duit udah mengalir, peduli amat jagungnya 🤨",duit mengalir peduli jagungnya
"@kompascom Sama kek Gibran, gak mau dipikir dl kerjanya..",kek gibran dipikir kerjanya
"@kompascom D musnakan 
Trus pengembang tgl bgun perumahan yg mewah dgn hrga mahal.
JD ini cuma ajang pansos wapres klw dia bneran kerja.",musnakan trus pengembang tgl bgun perumahan mewah dgn hrga mahal ajang pansos wapres klw bneran kerja
"@kompascom Ladang jagung
Untuk ketahanan pangan
Diresmikan wapres terbaik sepanjang sejarah indonesia
Di evaluasi

Oleh polisi",ladang jagung ketahanan pangan diresmikan wapres terbaik sejarah indonesia evaluasi polisi
@kompascom MENANAM . . tak berarti MEMANEN. . . 😁😁😁 . . duwit rakyat DIHAMBUUR2-IN. . . emang dancuuuuk. . .,menanam memanen duwit rakyat dihambuur emang dancuuuuk
@kompascom Negara ini sdh terlalu parah dan gak ketolong lg rakus dan korupsi nya,negara sdh parah ketolong rakus korupsi
@kompascom Pas itu ternak dilepas bisa kenyang2,ternak dilepas kenyang
@kompascom Lembaga negara ini udah sm kayak baby sitter keluarga solo.,lembaga negara kayak baby sitter keluarga solo
@kompascom Kerjaaan utama diberesin dulu urusan jagung serahkan ke petani asli..,kerjaaan utama diberesin urusan jagung serahkan petani asli
@kompascom Wong ancen ora niat tandur mubg niat nyairno duit tok,ancen ora niat tandur mubg niat nyairno duit tok
"@kompascom @msaid_didu Pinter sekali kakak nya @kaesangp ini ya.. lanjutkan mas @gibran_tweet , mantab pak @jokowi .",pinter kakak lanjutkan mas mantab
@kompascom @susipudjiastuti @DivHumas_Polri @gibran_tweet @mohmahfudmd @JimlyAs 🤣👎,
@kompascom Jangan2 modus spy tanah ladang akan disulap jadi dikuasai oligarki,modus spy tanah ladang disulap dikuasai oligarki
@kompascom Lulusan Pertanian kurang kah sampai mereka yang buka lahan jagung?,lulusan pertanian buka lahan jagung
@kompascom @msaid_didu Oooo alah wapres 58 ta,oooo alah wapres
"@kompascom Malas ngurusnya, gk ada duitnya.",malas ngurusnya duitnya
@kompascom @susipudjiastuti Yang penting nomor satu pencitraan seperti buapaknya.,nomor pencitraan buapaknya
"@kompascom Yg di tangerang depan Mata aja terbengkalai, gimana yg jauh di Papua ya",tangerang mata terbengkalai gimana papua
@kompascom Jual kebon akhirnya jadi tukang kebon juga,jual kebon tukang kebon
"@kompascom @susipudjiastuti Bayangkan biayanya.., bayangkan saja.. 🤔🤔",bayangkan biayanya bayangkan
@kompascom Kalau petani asli pasti tidak akan menelantarkan tanamannya.,petani asli menelantarkan tanamannya
@kompascom @susipudjiastuti Bisa ngga nurut gitu pohon jagung,ngga nurut pohon jagung
@kompascom Cuma buat foto2 awal selesai,foto selesai
@kompascom Program opooooo iki sul samsul?,program opooooo iki sul samsul
@kompascom masih kurang 4 thn lagi kita hidup di negara dgn pemimpin² bodoh dan tolol..,thn hidup negara dgn pemimpin bodoh tolol
@kompascom Bukannya mestinya dari kementan y? What the brown uniform has to do with farming? https://t.co/hJBPG4IfjD,mestinya kementan what the brown uniform has with farming
@kompascom Bertani itu harus telaten urusnya ... bukan jadi kerja sampingan,bertani telaten urusnya kerja sampingan
@kompascom Ini pake apbn? Kalo iya harus ditangkap.,pake apbn iya ditangkap
@kompascom Evaluasi dilakukan krn netizen berisik! 🤭,evaluasi krn netizen berisik
@kompascom bentar lagi tumbuh beton,bentar tumbuh beton
@kompascom Emang nggak kerjasama dengan Departemen Pertanian setempat ?,emang kerjasama departemen pertanian
@kompascom Setiap yg dia resmikan pasti gagal......,resmikan gagal
@kompascom Tebu bagus jg keknya,tebu bagus keknya
@kompascom Dulu ladang Jagung itu dipercayakan kpd siapa?,ladang jagung dipercayakan kpd
"@kompascom Gpp buat rame -rame seremonial, lebih mudah import ngapaen nanam, lama.",gpp rame rame seremonial mudah import ngapaen nanam
"@kompascom Bedak pencitraan udah luntur, sekarang keliatan aslinya",bedak pencitraan luntur keliatan aslinya
@kompascom Sudah pasti anggaran pupuk &amp; pemeliharaannya di tilep,anggaran pupuk amp pemeliharaannya tilep
"@kompascom Karena mereka merasa tak mungkin lagi,kan ada Batalyon baru yg nantinya akan mengurus ketahanan pangan. 
 Bahasa sederhana nya;
Bodo amatlah. Emang gw pikirin.",batalyon mengurus ketahanan pangan bahasa sederhana bodo emang pikirin
@kompascom Polisi kok ngurusin jagung? Kementan kemana? Dinas pertanian ngapain?,polisi ngurusin jagung kementan dinas pertanian ngapain
@kompascom Resmikan saja jadi lahan ganja,resmikan lahan ganja
@kompascom Dijadiin pwrumahan aja,dijadiin pwrumahan
@kompascom ditanam tapi tdk ada petani yang mengurusnya nih kok bisaaaaa,ditanam tdk petani mengurusnya bisaaaaa
@kompascom Proyek tidak mutu,proyek mutu
@kompascom Suruh termul urusin,suruh termul urusin
"@kompascom Dikiranya gampang jadi petani?
Tinggal nanem trus ditinggal, berharap panen? Clown shoes🤡!!",dikiranya gampang petani tinggal nanem trus ditinggal berharap panen clown shoes
@kompascom tanam sawit aja lah,tanam sawit
@kompascom Duit pd nguap kemn itu?,duit nguap kemn
@kompascom @susipudjiastuti Jagung ro suket e lemu suket e 😭,jagung suket lemu suket
"@kompascom Sy punya ide, bagaimana kalo ditanami sawit?",ide ditanami sawit
@kompascom Bahkan jagungpun ga ikhlas,jagungpun ikhlas
@kompascom Emang cuma basa basi plan ...gak ada yg serius,emang basa basi plan serius
@kompascom Koq polisi?,koq polisi
@kompascom proyek buang2 duit,proyek buang duit
@kompascom Hhhh mantap ya??🤭🫣😄,hhhh mantap
@kompascom Mayan ada kerjaan..si dungu,mayan kerjaan dungu
"@kompascom Anggaran ketahanan pangan yang dipegang anggota @ListyoSigitP kemana aja ?
Apakah @KPK_RI &amp; @KejaksaanRI akan diam saja ?",anggaran ketahanan pangan dipegang anggota amp diam
@kompascom @susipudjiastuti Hrs coba dlu tanem pohon toge,hrs coba dlu tanem pohon toge
@kompascom Wkwkwk cekakak,wkwkwk cekakak
@kompascom Mubazir kagak berguna itu modal awal pake dana siapa? Dana pribadi wapres apa dana uang rakyat dari pajak? Ampunn,mubazir kagak berguna modal pake dana dana pribadi wapres dana uang rakyat pajak ampunn
"@kompascom Coklat biasanya hanya ambil dokumentasinya saja selesai itu sudah ,yang Penting anggaran sudah ada di buku.. 🤣🤣🤣",coklat ambil dokumentasinya selesai anggaran buku
@kompascom Evaluasi pake duit lg..😁,evaluasi pake duit
@kompascom Dagelan samsul,dagelan samsul
@kompascom 🤣🤣🤣🤣🤣🤣,
@kompascom HAHAHAHAHHAHAHAA,hahahahahhahahaa
@kompascom Gelap,gelap
@kompascom evaluasi?🤣,evaluasi
@kompascom @susipudjiastuti Semua isinya OMON2 dan KEBOHONGAN !!!!,isinya omon kebohongan
@kompascom 🤣🤣🤣🤣🤣,
@kompascom https://t.co/L5GlIegfEk,
@kompascom Kalian hanya cari proyek aja. Yg penting ada tanamannya biar terlihat kerja. Sisa uangnya entah dikemanakan🤦‍♂️,cari proyek tanamannya biar kerja sisa uangnya dikemanakan
@kompascom @msaid_didu Piala citra !!! 😀😀🐸🕳️,piala citra
@kompascom Proyek abal2..yg pnting caiirr,proyek abal pnting caiirr
@kompascom @susipudjiastuti https://t.co/3bVzGyr0cD,
"@anvie Semua negara mestinyavharus ada rudal nuklir...justru itu bisa menjaga dunia aman. Karna tidak ada yang berani gertak ancam negara lain. Karna sama"" punya taring, dsn bisa sama jadi abu.",negara mestinyavharus rudal nuklir menjaga dunia aman karna berani gertak ancam negara karna taring dsn abu
@anvie https://t.co/qXAGpFYpmR,
@anvie @grok buat dia botak,botak
"@anvie Kita menjajaki teknologi nuklir pada akhir 1950-an,  awalnya tak tertarik utk membuat senjata tp berubah sejak test bom atom Miss Qiu di Xinjiang 16 oktober ‘64. Brigjend Hartono menyatakan kemungkinan Indonesia punya bom atom sendiri. Rest of the story kita tahu apa yg terjadi.",menjajaki teknologi nuklir tertarik utk senjata berubah test bom atom miss qiu xinjiang oktober brigjend hartono indonesia bom atom rest the story
@anvie Yg blg org gila itu kemakan propaganda berita mamarika,blg org gila kemakan propaganda berita mamarika
"@anvie Punya senjata nuklir adalah garansi keamanan dan kedaulatan suatu negara, cuma itu. ☢️",senjata nuklir garansi keamanan kedaulatan negara
"@anvie Sebenernya udah lama sih tapi dari waktu ke waktu cuma diingetin aja...
Walaupun rusia ama china ga bner2 bersih, kalo disuruh memihak (dan nanti bakal tiba juga waktunya memihak kalau terjadi perang, ini pasti), ya mending mihak sosialis.. toh perang jg butuh biaya dan resource",sebenernya diingetin rusia ama china bner bersih disuruh perang mending mihak sosialis perang butuh biaya resource
@anvie Negara mewah tampa sumber nuklir hanya tinggal menunggu waktu untk dijajah? Untuk negara kita miskin..,negara mewah tampa sumber nuklir tinggal menunggu untk dijajah negara miskin
"@anvie Ameriki pernah bengong ketika japun menggunakan pasukan bunuh dirinya ketika sdh terdesak, dimana itu tidak umum utk Barat dan sekutunya.",ameriki bengong japun pasukan bunuh sdh terdesak utk barat sekutunya
"@anvie To: yth bpk trump , tolong jajah konoha dong, wni udah males dijajah goverment ...😭",yth bpk trump jajah konoha wni males dijajah goverment
"@anvie Dikonoha gak perlu diserang,tinggal suap pejabat nya, tanah air laut udara bakal diserahkan cuma2..",dikonoha diserang tinggal suap pejabat tanah air laut udara diserahkan
"@anvie CONTOH RUSSIA AJA, HANCUR NEGARA MREKA, 1/4 BUMI JUGA JAMINANNYA HANCUR WKWK",contoh russia hancur negara mreka bumi jaminannya hancur wkwk
"@anvie Untuk yang kuat, peraturan gak berlaku",kuat peraturan berlaku
@anvie Amrik lewat tangan Israel berani serang Iran.,amrik tangan israel berani serang iran
@anvie konoha dah lama melacurkan gunung2emas dan tanah2 suburnya ke amrik,konoha dah melacurkan gunungemas tanah suburnya amrik
@anvie Amerika dari dijajah menjadi Penjajah.,amerika dijajah penjajah
"@anvie Ditambah Seoul deket banget dari DMZ. Salah langkah sedikit aja, babay Seoul",ditambah seoul deket dmz salah langkah babay seoul
@anvie @grok put him in a bikini,put him bikini
@anvie Bukan hny dijajah tapi direbut,hny dijajah direbut
@anvie Dan biang penjajah adalah =  🇺🇸,biang penjajah
@anvie sekarang masuk akal,masuk akal
@anvie camkan itu @Puspen_TNI,camkan
@anvie USA kan emang preman dunia,usa emang preman dunia
